artists,popularity
Harshdeep Kaur;Benny Dayal,60
Jubin Nautiyal;Mithoon,60
Shreya Ghoshal,58
Palak Muchhal;Arijit Singh,59
Sukhwinder Singh;Sapna Awasthi,60
Lucky Ali,59
Shafqat Amanat Ali;Clinton Cerejo,59
Amit Trivedi;Shruti Pathak;Divya Kumar,59
Santhosh Narayanan;Dhanush;Dhee,58
Rahat Fateh Ali Khan;Shreya Ghoshal,62
Salman Khan,59
Arijit Singh;Palak Muchhal,58
Atif Aslam;Tanishk Bagchi,60
Jubin Nautiyal;Ami Mishra,59
Udit Narayan;Alka Yagnik,59
G. V. Prakash,58
Kumar Sanu;Alka Yagnik,59
Jasleen Royal,60
Udit Narayan;Alka Yagnik,58
Pankaj Udhas,59
Sonu Nigam;Shreya Ghoshal,59
Atif Aslam,60
Mukesh;Kanchan;Kalyanji-Anandji,58
Sachin-Jigar;Darshan Raval;Neha Kakkar,60
Yuvan Shankar Raja;Anthony Daasan,58
Mohammed Rafi,59
Ajay-Atul;Vishal Dadlani,59
Vishal Dadlani;Alyssa Mendonsa,60
Kishore Kumar;S. D. Burman,59
Shankar Mahadevan,59
Mohammed Irfan;Arijit Singh;Saim Bhat,59
Asha Bhosle;Vinod Rathod,59
Lata Mangeshkar,59
Vinod Rathod,59
Kishore Kumar,59
Achu,59
Pankaj Udhas,59
Kishore Kumar;R. D. Burman,59
Yuvan Shankar Raja;Karthik;Reeta,58
G. V. Prakash;Dhee,58
Unni Menon;S. Janaki,58
Naresh Iyer,59
Mano;K. S. Chithra,57
Lata Mangeshkar,59
Chinmayi;Gopi Sundar,59
Amit Trivedi,58
Bombay Jayashri,58
Armaan Malik;Amaal Mallik,58
A.R. Rahman;Naresh Iyer,59
Ankit Tiwari,45
Amaal Mallik;Armaan Malik;Rajesh Roshan,58
Shafqat Amanat Ali,59
Arijit Singh;Sachet-Parampara,59
Abhijeet;Alka Yagnik,59
Arijit Singh;Shreya Ghoshal,58
Himesh Reshammiya;Krishna;Ahir,58
Kailash Kher;Mounima,59
Santhosh Narayanan;Dhanush;Meenakshi Elayaraja,58
Adnan Sami,59
Ajay-Atul,59
Dhanush;Anirudh Ravichander,59
Ajay-Atul;Shreya Ghoshal,58
Armaan Malik,58
Ajay Gogavale;Shreya Ghoshal,58
Sukhwinder Singh;Shreya Ghoshal;Vikram Montrose,59
A.R. Rahman;Shreya Ghoshal;Mohit Chauhan;Gulzar,59
Neeraj Shridhar;Master Saleem;Suzi Q,58
A.R. Rahman,59
Shreya Ghoshal,59
Vishal Dadlani,60
Kavita Krishnamurthy;Udit Narayan;Alka Yagnik,60
Arijit Singh,58
Sonu Nigam;Shreya Ghoshal,58
Hariharan;Anuradha,58
Amaal Mallik;Armaan Malik;Palak Muchhal,58
Thaman S;Chiranjeevi;Salman Khan,25
Kunal Ganjawala;Richa Sharma,58
Vijay Yesudas,58
Harris Jayaraj;Karthik,58
Jeet Gannguli;Arijit Singh,59
Mohammed Rafi;Sanam,58
Arijit Singh,58
Vinod Rathod,59
Ghibran;Sathyaprakash,57
Santhosh Narayanan;Pradeep Kumar;Ananthu,58
A.R. Rahman;Antara Nandy,58
Mano;Sujatha,57
Kumar Sanu;Alka Yagnik,59
Kamal Haasan;Shreya Ghoshal,58
Harris Jayaraj;Bombay Jayashri;Krish,58
Madhusree;Naresh Iyer,58
A.R. Rahman;Madhushree;Hentry Kuruvila,59
Sean Roldan;Shakthisree Gopalan,58
Abhijeet,59
Mithoon;Papon,58
Ram Sampath,58
Sukhwinder Singh;Alka Yagnik,59
Ritviz;Seedhe Maut,59
Atif Aslam,59
KK;Sunidhi Chauhan,57
Javed Ali;Sadhana Sargam;Anisadh,30
Ankit Tiwari;Manoj Muntashir;Dj Amit Shah,25
Yo Yo Honey Singh;Deep Money,58
Sandesh Shandilya;Sonu Nigam;Alka Yagnik,59
Sandesh Shandilya;Sonu Nigam;Alka Yagnik,60
Daler Mehndi;Dee MC;Shashwat Sachdev,59
Haricharan,57
A.R. Rahman;Rabbi Shergil;Gulzar,59
Amit Trivedi,57
Jyotica Tangri;Shaan;Subhro Ganguly;Gourov-Roshin;Laxmikant–Pyarelal,57
Neeraj Shridhar,58
Mustafa Zahid,58
Pankaj Udhas,58
Vishal Dadlani;Hamsika Iyer,60
Jubin Nautiyal,57
Palak Muchhal;Arijit Singh,59
Lata Mangeshkar;Kumar Sanu,57
Sajid-Wajid;Mamta Sharma;Sarosh Sami,58
Sachin-Jigar;Arijit Singh;Priya Saraiya,58
A.R. Rahman;Lata Mangeshkar,58
Jubin Nautiyal,58
Armaan Malik,57
Kumar Sanu;Alka Yagnik,58
Abhijeet,58
Ghibran;Sid Sriram,57
A.R. Rahman;Arijit Singh;Shashaa Tirupati,57
Karthik,57
A.R. Rahman;Sam Vishal;Rakshita Suresh,57
Benny Dayal;Anmol Malik;Anu Malik,59
KK;K. S. Chithra,58
Shreya Ghoshal;Chiranjeevi;Salman Khan,20
Shankar-Ehsaan-Loy;Shankar Mahadevan,57
Vijay Antony;Krishh;Suchitra,57
Yuvan Shankar Raja;Sooraj Santhosh,57
D. Imman;VV Prassanna;Vandana Srinivasan,58
Vijay Antony,57
Shankar Mahadevan,58
A.R. Rahman;Haricharan;Shreya Ghoshal,57
Sukhwinder Singh;Ayesha Darbar;S. P. Sailaja,58
Harris Jayaraj;Karthik;Priya Hemesh,57
Jassie Gift,57
A.R. Rahman;Yogi Sekar,58
Harish Raghavendra;Sri Charan;Mega Chorus,57
Yuvan Shankar Raja,57
Arijit Singh;Mujtaba Aziz Naza;Altamash Faridi;Farhan Sabri,57
Diljit Dosanjh,58
Mithoon;Shilpa Rao,58
Ritviz;Nucleya,59
Jubin Nautiyal,58
Yasser Desai;Abhishek Kapur;Charlie Chauhan,40
Armaan Malik;TRI.BE;Lost Stories,59
Yasser Desai;Raj Meena,24
KK;Sonal Chauhan,57
Sajid-Wajid;Yasser Desai,28
KK,57
Yasser Desai,20
Nakash Aziz,57
Anand Raj Anand,58
Mika Singh,58
Sonu Nigam;Shreya Ghoshal,58
Rahat Fateh Ali Khan,58
Diljit Dosanjh,58
Arijit Singh;Rochak Kohli,57
Vijay Antony;Chorus,56
Santhosh Narayanan,57
Lata Mangeshkar,57
Kumar Sanu;Alka Yagnik,57
Shaan;Udit Narayan;Shreya Ghoshal;Sunidhi Chauhan;Rahul Saxena,59
Yasser Desai,4
Haricharan,57
Yasser Desai,4
Yasser Desai,3
Falguni Pathak,57
Mukesh,57
Silambarasan TR;Yuvan Shankar Raja,57
Jatin-Lalit,58
Yasser Desai,3
Yasser Desai,2
Yasser Desai,3
Arijit Singh,58
Ilaiyaraaja;Sid Sriram,57
Vijay Antony;Dinesh,57
Naresh Iyer,57
Kishore Kumar;Anette,57
A.R. Rahman;Arijit Singh,57
Harris Jayaraj;Bhavatharini;Tippu;Dhanush;Abhay Jodhpurkar,57
Hemant Kumar;S. D. Burman,58
Vijay Antony;Jayarajagopalam;Sathya Lakshmi,57
Unni Menon,56
Naresh Iyer;Ujjayinee;Madhumitha,56
Hariharan;Sujatha,56
Hariharan;Sadhana Sargam,57
Unni Menon,57
Srinivas;Sujatha,57
Atif Aslam,58
Jatin-Lalit;Udit Narayan;Alka Yagnik,60
Anu Malik;Papon;Varun Grover,58
Arijit Singh;Tulsi Kumar,56
Diljit Dosanjh,58
Lucky Ali,56
Palak Muchhal,21
Hariharan;Swarnalatha,57
Arijit Singh;Shadab;Altamash Faridi,57
Kumar Sanu;R. D. Burman,57
Shankar-Ehsaan-Loy;Arijit Singh;Nihira Joshi Deshpande;Gulzar,57
Anuradha Paudwal;Kumar Sanu,58
Ankit Tiwari,57
A.R. Rahman;Sanah Moidutty,57
Ankit Tiwari,57
Mamta Sharma;Aishwarya,58
Neha Kakkar;Dhvani Bhanushali;Ikka,58
Dev Negi;Seepi Jha,57
Arijit Singh,57
Arijit Singh;Rahat Fateh Ali Khan;Asees Kaur;Tanishk Bagchi;Sachet Tandon;Parampara Tandon;Abhijeet Srivastava;Tulsi Kumar;Jubin Nautiyal;Guru Randhawa;Arko;Dhvani Bhanushali;Yo Yo Honey Singh;Meet Bros.;Pritam;Payal Dev;Abhijit Vaghani;Jaani;Kedrock;Sd Style,58
Sukhwinder Singh,57
Haricharan;Mohana,56
Sukhwinder Singh;Manikka Vinayagam,57
Atif Aslam;Sunidhi Chauhan,57
Uttam Singh;Lata Mangeshkar;Udit Narayan;Anand Bakshi,58
Atif Aslam,58
Sonu Nigam;Mahalakshmi Iyer,58
Srinivas,57
Jagjit Singh;Chitra Singh,57
Shankar-Ehsaan-Loy;Sonu Nigam;Alka Yagnik,58
Amaal Mallik;Arijit Singh;Tulsi Kumar,57
Silambarasan TR;Andrea,57
Ash King;Jigar Saraiya;Sachin-Jigar;Raftaar;Sidharth Malhotra,57
Kumar Sanu;Sadhana Sargam,57
Lata Mangeshkar;Kumar Sanu,57
Harris Jayaraj;Unni Menon;Bombay Jayashri,57
Thaman S,57
Kishore Kumar,57
Harris Jayaraj;Chinmayi,57
Vishal-Shekhar;Sukhwinder Singh;Shadab Faridi;Irshad Kamil,57
Asha Bhosle;Abhijeet,56
Yuvan Shankar Raja,56
Santhosh Narayanan;Vijaynarain,56
Karthik;Bombay Jeyashree,56
Kamal Haasan;Priya Hemesh,57
G. V. Prakash;Saindhavi,56
A.R. Rahman,57
Pushpavanam Kuppusamy;Swarnalatha,56
Benny Dayal;Madurai Soulijos,57
Yuvan Shankar Raja;Roop Kumar Rathod,57
Rekha Bhardwaj;Arijit Singh,56
Javed Ali;Pritam,57
Arijit Singh;Nihira Joshi Deshpande,31
KK,56
Ritviz,58
Mamta Sharma;Wajid,58
Haricharan;Gopi Sundar,56
Kumar Sanu,57
Arijit Singh,57
Arijit Singh,56
Diljit Dosanjh;JBee;Ikky;Tory Lanez,59
Sonu Nigam;Kavita Krishnamurthy,56
Rekha Bhardwaj;Anurag Saikia;Raj Shekhar;Mismatched,60
Yasser Desai;Altamash Faridi;Rashmi Virag,56
Asha Bhosle;Nigel Akkara,29
Uttam Singh;Lata Mangeshkar;Udit Narayan;Anand Bakshi,57
Hariharan;Kavita Krishnamurthy,56
Shankar-Ehsaan-Loy;Shreya Ghoshal;Javed Bashir;Yusuf Mohammed;Vajid Ali,57
Shankar Mahadevan,57
KK;DJ Marcelo,56
A.R. Rahman;Vijay Prakash;Suzanne D'Mello;Blaaze,56
Neha Kakkar;Rohanpreet Singh;Rajat Nagpal,57
Jubin Nautiyal;Payal Dev,58
Meet Bros.;Roach Killa;Khushboo Grewal;Arijit Singh,56
Meet Bros.;Neha Kakkar;Jassie Gill,57
Thaman S;Sid Sriram,56
The Local Train,58
A.R. Rahman;Srinidhi Venkatesh,57
G. V. Prakash,55
Arijit Singh,56
Vijay Yesudas;Shweta Mohan;Prince George,56
Mamta Sharma;Shaheer Sheikh,56
Neeraj Shridhar;Sunidhi Chauhan,57
Harish Raghavendra,56
Lata Mangeshkar;Gulzar;R. D. Burman,56
Vishal-Shekhar;Shreya Ghoshal;Udit Narayan;Vishal Dadlani;Shekhar Ravjiani,58
Sukhwinder Singh;Bhoomi Trivedi;Karsan Sagathia,58
Karthik,56
A.R. Rahman,57
Armaan Malik;Shraddha Kapoor,56
G. V. Prakash;Saindhavi,56
G. V. Prakash;Naresh Iyer;Shreya Ghoshal;Haricharan,56
Achu;Hemachandra Vedala,57
Asha Bhosle;Mohammed Rafi;R. D. Burman,56
Alka Yagnik;Kumar Sanu,57
Vijay Antony;Sangeetha Rajeshwaran,56
Sathyaprakash;Shakthisree Gopalan,56
A.R. Rahman;Naresh Iyer,57
Ilaiyaraaja,56
Yuvan Shankar Raja;Muthu Sirpi,56
Arijit Singh,56
Javed Ali,56
Rahat Fateh Ali Khan;Richa Sharma,58
KK;Dominique,56
Arijit Singh;Parampara Tandon,56
Arijit Singh,56
Ankit Tiwari,56
Vishal-Shekhar;Vishal Dadlani,57
Jubin Nautiyal;Prakriti Kakar;Tanishk Bagchi;Anand-Milind,57
Salim–Sulaiman;Sonu Nigam;Shreya Ghoshal;Jaideep Sahni,57
Mithoon;Arijit Singh,57
Neha Kakkar;Manj Musik;Herbie Sahara,58
Udit Narayan,56
Mohit Chauhan,56
Bappi Lahiri;Anuradha Paudwal;Badshah,57
Himesh Reshammiya;Shreya Ghoshal,56
Amit Trivedi;Shreya Ghoshal;Kavita Seth,57
Vijay Yesudas,55
Sonu Nigam;Hema Sardesai;Shankar Mahadevan,56
Shreya Ghoshal;Osman Mir;Souumil Shringarpure;Siddharth Mahadevan,57
KK;KSW,56
Atif Aslam;Tulsi Kumar,56
Hariharan,56
A.R. Rahman;Shreya Ghoshal;Uday Mazumdar,57
Lata Mangeshkar;Udit Narayan,56
Jatin-Lalit;Lata Mangeshkar;Udit Narayan;Anand Bakshi,58
Yuvan Shankar Raja;Rahul Nambiar,55
Benny Dayal;Shalmali Kholgade,58
Monty Sharma;Shail Hada,56
Atif Aslam;Chinmayi,57
A.R. Rahman;Sarthak Kalyani;Mira Sengupta,56
Mukesh;Salil Chowdhury,56
A.R. Rahman;NJ;Neeraj Madhav,56
Tulsi Kumar;Arjun Kanungo;Vayu;Diksha C,56
Anuradha Paudwal,58
Karthik,56
Harris Jayaraj;Karthik;Harini;Dr. Burn;Maya,56
Karthik;Chinmayi,55
Neha Bhasin,56
Sachin-Jigar;Arijit Singh;Priya Saraiya,57
Mohammed Rafi;Kishore Kumar;Asha Bhosle;Usha Mangeshkar,57
Silambarasan TR;Blaze,55
Alka Yagnik;Mohammed Aziz,56
Hariharan;Clinton Cerejo,55
Karthik,55
G. V. Prakash;Sithara Krishnakumar,56
Swarnalatha,55
Unnikrishnan,56
Saindhavi,56
Udit Narayan;Kavita Krishnamurthy,57
Monty Sharma;Parthiv Gohil,56
KK;Shreya Ghoshal,56
Arijit Singh,56
Vishal-Shekhar;Sanam Puri;Neeti Mohan,56
Roop Kumar Rathod;AK Bhuker,56
Vishal-Shekhar;Rahat Fateh Ali Khan;Irshad Kamil,57
Mithoon;Aditya Narayan,57
Vishal-Shekhar;Suraj Jagan;Mahalakshmi Iyer,56
Jubin Nautiyal;Gourov Dasgupta,56
Arijit Singh;Sruthy Sasidharan,56
Shankar-Ehsaan-Loy;Sukhwinder Singh;Loy Mendonsa;Shankar Mahadevan,56
KK;Suzanne,55
Arijit Singh,55
Shankar Mahadevan,55
Kumar Sanu;Udit Narayan;Alka Yagnik;Kavita Krishnamurthy,56
Himesh Reshammiya,56
Amit Trivedi;Vishal Dadlani;Sunidhi Chauhan;Habib Faisal,56
Jeet Gannguli;Arijit Singh,56
Arijit Singh,56
Shankar-Ehsaan-Loy;Clinton Cerejo;Dominique Cerejo;Loy Mendonsa,56
Arijit Singh;Shadab;Altamash Faridi,55
Kumar Sanu;Alka Yagnik,57
Arijit Singh,56
Sonu Nigam;Shreya Ghoshal;Kunal Ganjawala;Sadhana Sargam;Shankar Mahadevan,57
Sohail Sen;Neha Bhasin;Bappi Lahiri;Irshad Kamil,56
Thaman S;Harika Narayan,54
Vishal-Shekhar;Arijit Singh;Shilpa Rao;Kumaar,58
Lata Mangeshkar;Gajendra Verma,55
A.R. Rahman,56
Santhosh Narayanan;Ananthu;Pradeep Kumar;Shweta Mohan,55
Udit Narayan,56
Sonu Nigam,55
Lata Mangeshkar;Kishore Kumar,55
Hariharan;Asha Bhosle,56
Rahat Fateh Ali Khan;Nish Asher,57
Santhosh Narayanan;Arunraja Kamaraj,56
Vijay;Shreya Ghoshal,56
Vijay Antony;Karthik;Charulatha Mani,56
Najim Arshad;Sangeetha Sreekanth,55
Harris Jayaraj;Naresh Iyer;Mukesh;Gopal Rao;Mahathi;Ranina Reddy,55
Yuvan Shankar Raja;Haricharan;Tanvi Shah,56
Yuvan Shankar Raja;K. J. Yesudas,55
Sonu Nigam;Saindhavi;G. V. Prakash,56
Yuvan Shankar Raja;G. V. Prakash;D. Imman;Vijay Antony;Thaman S,56
Shreya Ghoshal,56
Ilaiyaraaja;S. P. Balasubrahmanyam;Lata Mangeshkar,56
Unnikrishnan,55
Manikka Vinayagam;Rajlakshmi Devi;Chinna Ponnu,55
D. Imman;Sean Roldan;Kalyani Nair,55
Yuvan Shankar Raja;Roshini;Priya Hemesh;Divya Vijay,56
The Weeknd,91
Gajendra Verma,74
AP Dhillon,83
Chris Brown,96
The Weeknd;Daft Punk,90
AP Dhillon;Shinda Kahlon;Gurinder Gill;Gminxr,77
Mitraz,74
Chani Nattan;Inderpal Moga,75
Ali Zafar,73
Pav Dharia,76
AP Dhillon;Gurinder Gill;Intense,82
Glass Animals,83
Elley Duhé,90
One Direction,88
AP Dhillon;Gminxr;Gurinder Gill;Shinda Kahlon,76
Ruth B.,90
Diljit Dosanjh,74
Badshah;Nikhita Gandhi,74
King,81
AP Dhillon;Gurinder Gill,75
Ankit Tiwari;Manoj Muntashir,77
Sachet-Parampara;Sachet Tandon,78
Harrdy Sandhu,74
Ed Sheeran,87
Charlie Puth;Jung Kook;BTS,92
Diljit Dosanjh,74
AP Dhillon;Gurinder Gill,76
Sidhu Moose Wala,77
Sidhu Moose Wala,78
Armaan Malik;Vishal Mishra,76
Alec Benjamin,85
Ed Sheeran,86
Mithoon;Arijit Singh;Neeti Mohan;Karan Malhotra,74
Sidhu Moose Wala;Sunny Malton;The Kidd,76
Akhil Sachdeva;Mansheel Gujral,75
Madhur Sharma,76
Santhosh Narayanan;Anirudh Ravichander,79
Arijit Singh;Rupali Moghe,74
Tanishk Bagchi;Jubin Nautiyal;Asees Kaur,78
Sia,81
Dhanush;Anirudh Ravichander,77
Jasleen Royal;B Praak;Romy;Anvita Dutt,77
Dhibu Ninan Thomas;Kapil Kapilan,76
BLACKPINK,87
Yasser Desai;Neha Kakkar;Rajat Nagpal,77
Dhanush;Anirudh Ravichander,80
Dhanush;Anirudh Ravichander,76
A.R. Rahman;A. R. Reihana;Bamba Bakya,77
Vishal Chandrashekhar;S.P. Charan,73
A.R. Rahman;Madhushree,79
Stephen Sanchez,90
Sam Smith;Kim Petras,100
Harry Styles,95
Billie Eilish;Khalid,89
The Kid LAROI;Justin Bieber,89
Maninder Buttar,73
Akhil,72
Jaymes Young,85
OAFF;Savera;Lothika;Kausar Munir,73
Ruth B.;slater,81
DJ Snake;Justin Bieber,84
The Chainsmokers;Halsey,84
The PropheC,72
Asim Azhar,72
Calvin Harris;Dua Lipa,89
Akhil;Dhvani Bhanushali;Abhijit Vaghani;Bob,74
Atif Aslam;Pritam,72
Darshan Raval,71
Atif Aslam,72
Charlie Puth,83
Alka Yagnik;Arijit Singh,73
Jatin-Lalit;Shaan;Kailash Kher;Prasoon Joshi,72
Charlie Puth;Selena Gomez,82
Tanishk Bagchi;Yasser Desai;Asees Kaur,74
The Weeknd,3
Madhur Sharma,73
Javed Ali;Devi Sri Prasad,74
Karan Aujla,72
Karan Aujla;YG,72
Vilen,74
Atif Aslam;Alisha Chinai;Pritam,73
Stebin Ben;Nilesh Ahuja;Kumaar,74
Pratsofficial,73
Sachin-Jigar;Shreya Ghoshal;Tochi Raina,73
Arijit Singh;Neeti Mohan;Rashmi Virag,73
Neeti Mohan;Sanjay Leela Bhansali,72
Akhil Sachdeva;Tulsi Kumar,72
Atif Aslam;Jyotica Tangri,72
BLACKPINK,85
Sidhu Moose Wala;Sunny Malton,74
Taylor Swift,9
Taylor Swift,0
Rochak Kohli;Arijit Singh;Neha Kakkar,72
Ayushmann Khurrana;Tanishk-Vayu,72
Taylor Swift,0
Taylor Swift,0
Sathyaprakash;VM Mahalingam;Nakul Abhyankar,73
Taylor Swift,0
Vishal Chandrashekhar;Anurag Kulkarni;Sinduri Vishal,72
Yuvan Shankar Raja;Sid Sriram,74
Rema;Selena Gomez,92
The Weeknd;Gesaffelstein,90
Joji,94
AP Dhillon;Shinda Kahlon,71
AP Dhillon,72
AP Dhillon;Shinda Kahlon,71
LISA,78
King,71
Arijit Singh,71
The Weeknd,0
The Weeknd,5
Sean Paul;Dua Lipa,83
Diljit Dosanjh,71
The Weeknd;Daft Punk,0
The Weeknd,6
Javed-Mohsin;Arijit Singh;Shreya Ghoshal,72
Vishal-Shekhar;KK;Shilpa Rao,72
Vishal Mishra,71
Justin Bieber,88
The Weeknd;Daft Punk,0
Vishal Mishra,71
Tegi Pannu;Manni Sandhu,72
Arijit Singh;Mithoon,72
Prem Dhillon,71
Dua Lipa,84
The Weeknd,3
Harnoor,70
The Weeknd;Daft Punk,3
Armaan Malik,71
The Weeknd,0
Darshan Raval,71
A.R. Rahman;Arijit Singh;Shashaa Tirupati,72
The Weeknd,0
AP Dhillon;Shinda Kahlon;Gminxr,73
Gym Class Heroes;Adam Levine,82
The Weeknd,3
The Weeknd,0
Taylor Swift,85
The Weeknd,3
The Weeknd;Daft Punk,0
Sachet Tandon;Nikhita Gandhi;Madhubanti Bagchi;Sachin-Jigar,71
Sanam,72
Jubin Nautiyal;Rocky - Shiv,72
benny blanco;BTS;Snoop Dogg,87
Amit Trivedi,71
Vishal Mishra,72
Prem Dhillon,70
ShaSings;Xtreeemit,71
A.R. Rahman;Shreya Ghoshal,72
Vishal Chandrashekhar;S.P. Charan;Ramya Behra,70
The Weeknd,89
Azaan Sami Khan,70
Salim–Sulaiman;Rahat Fateh Ali Khan;Jaideep Sahni,71
Troye Sivan,82
Arijit Singh,71
Doja Cat,88
Ariana Grande,85
Shafqat Amanat Ali,69
Harry Styles,89
Arijit Singh;Nikhita Gandhi,71
Glass Animals,88
Ami Mishra,70
A.R. Rahman;Arijit Singh,71
ZAYN;Sia,79
Vishal-Shekhar;Arijit Singh;Shilpa Rao;Kumaar,71
Atif Aslam;Shiraz Uppal,70
Shawn Mendes;Camila Cabello,81
AP Dhillon;Shinda Kahlon;Gminxr,69
Atif Aslam;Arko,71
Amaal Mallik;Arijit Singh;Tulsi Kumar,71
Tanishk Bagchi;Pav Dharia;Nikhita Gandhi,70
Guri,69
Priya Saraiya;Divya Kumar,71
Gulab Sidhu;Sukh Lotey,70
OneRepublic,96
Darshan Raval,69
Guru Randhawa;Asees Kaur,71
Maninder Buttar,69
A.R. Rahman;Javed Ali,70
Tanishk Bagchi;Zahrah S Khan;Dev Negi,71
Vishal-Shekhar;Salim Merchant;Neeti Mohan;Shekhar Ravjiani,70
The Kid LAROI;Justin Bieber,86
Arko,71
Avicii,86
Shaarib Toshi;Arijit Singh,71
Ellie Goulding,79
Darshan Raval;Rochak Kohli;R. D. Burman,69
Sidhu Moose Wala,72
Neeraj Shridhar;Kavita Seth,71
Tanishk Bagchi;Jubin Nautiyal;Asees Kaur,70
Amit Trivedi;Kavita Seth;Amitabh Bhattacharya,70
Maninder Buttar;Zahrah S Khan;Tanishk Bagchi,68
Shawn Mendes,86
BTS,84
Yuvan Shankar Raja,70
BLACKPINK,83
Prem Dhillon,69
Alka Yagnik;Arijit Singh,72
Shreya Ghoshal;Palakad Sreeram;Mahesh Vinayakram,71
Stebin Ben,70
The Weeknd,89
Lil Nas X;Jack Harlow,86
Mitraz,70
Arijit Singh;Harshdeep Kaur,71
Diljit Dosanjh;Tory Lanez;Ikky,71
Harry Styles,92
AP Dhillon,68
Justin Bieber;Daniel Caesar;Giveon,86
Lauv,83
Coldplay,85
David Guetta;Bebe Rexha,98
Justin Bieber;Ludacris,82
Witt Lowry;Ava Max,77
Ed Sheeran;Lil Baby,0
Ed Sheeran;Lil Baby,0
Ed Sheeran;Lil Baby,0
Payal Dev;Jubin Nautiyal,70
Ed Sheeran;Lil Baby,1
Diljit Dosanjh,69
One Direction,84
Ed Sheeran;Lil Baby,0
B Praak,69
Ed Sheeran;Lil Baby,2
Arijit Singh;Parampara Tandon,71
Ed Sheeran;Lil Baby,1
BTS,85
Ed Sheeran;Lil Baby,0
Jeet Gannguli;Arijit Singh,70
Sachet Tandon;Parampara Tandon;Sachin-Jigar,70
BLACKPINK,82
Ed Sheeran;Elton John,5
Ed Sheeran,5
Ed Sheeran,3
Ed Sheeran,0
Thaman S;Srivardhini;Aditi Bhavaraju;Satya Yamini;Roshini JKV;Tejaswini,70
Ed Sheeran;Elton John,7
Ed Sheeran,0
A.R. Rahman;Rama Priya Yegasivanathan,42
Ed Sheeran;Elton John,4
Ed Sheeran,0
Ed Sheeran;Elton John,3
Ed Sheeran,0
Ed Sheeran,0
Ed Sheeran,0
Ed Sheeran;Throttle,0
Ed Sheeran;Joel Corry,0
Thaman S;Sid Sriram,68
B Praak,68
Ed Sheeran;Joel Corry,0
Ed Sheeran,2
Dua Lipa;DaBaby,85
Amaal Mallik;Armaan Malik;Rashmi Virag,69
Sidhu Moose Wala,72
Arjun Kanungo;Momina Mustehsan,70
Yashal Shahid,68
Harrdy Sandhu,68
Diljit Dosanjh;Diamond Platnumz,68
Mithoon;Vishal Mishra;Asees Kaur,70
Selena Gomez;Marshmello,80
Shawn Mendes,84
Tanishk Bagchi;Udit Narayan;Alka Yagnik,70
Jasleen Royal;Prateek Kuhad,70
Tanishk Bagchi;Gippy Grewal;Zahrah S Khan;Romy;Abrar Ul Haq,70
Maroon 5,85
Justin Bieber,2
Harvi,69
Justin Bieber;Quavo,0
Justin Bieber,0
Justin Bieber,2
Justin Bieber,0
Justin Bieber;The Kid LAROI,0
A.R. Rahman;Vagu Mazan;Thoughtsfornow,70
Justin Bieber,2
Justin Bieber,4
Justin Bieber;Burna Boy,0
Justin Bieber,0
Justin Bieber;Usher,1
Justin Bieber,1
Justin Bieber,0
Justin Bieber,0
Justin Bieber,0
Justin Bieber,0
Justin Bieber,0
Justin Bieber,0
Justin Bieber,0
Justin Bieber,0
Justin Bieber,0
Justin Bieber,0
Justin Bieber,0
Justin Bieber;BloodPop®,0
Justin Bieber,0
Justin Bieber;Usher,0
Justin Bieber,0
Justin Bieber,0
Justin Bieber;Usher,1
Justin Bieber;Usher,0
Justin Bieber,2
Justin Bieber;Usher,0
Justin Bieber,0
Justin Bieber;Busta Rhymes,0
dhruv,75
Ariana Grande,84
Akon;Hamsika Iyer,71
Prateek Kuhad,70
Mithoon;Arijit Singh;Shashaa Tirupati,70
Ankit Tiwari;Tara Sutaria,70
Arjan Dhillon,69
Shreya Ghoshal;Vishal Mishra,36
Amit Trivedi,69
Dhvani Bhanushali;Nikhil D'Souza;Tanishk Bagchi,69
Justin Bieber,6
Justin Bieber,0
Justin Bieber,0
Justin Bieber,2
Justin Bieber,0
Justin Bieber;Boyz II Men,1
Vishal Mishra,69
Justin Bieber,0
Justin Bieber,3
Justin Bieber,4
Justin Bieber,0
Justin Bieber,2
Justin Bieber,3
Justin Bieber,0
Justin Bieber,2
Justin Bieber,2
Justin Bieber,0
Justin Bieber,2
Justin Bieber,1
Justin Bieber,0
Justin Bieber,0
Justin Bieber,0
Justin Bieber;Usher,3
Justin Bieber,0
Justin Bieber,1
Justin Bieber,0
Justin Bieber;Usher,0
Justin Bieber;Usher,1
Justin Bieber,0
Justin Bieber,0
Justin Bieber,0
Justin Bieber;Boyz II Men,0
Justin Bieber,0
Justin Bieber,0
Justin Bieber,0
Justin Bieber;Busta Rhymes,0
Justin Bieber,1
Justin Bieber,0
Justin Bieber;Busta Rhymes,0
Justin Bieber;Ludacris,0
Katy Perry,73
KK,69
AP Dhillon,63
dhruv,83
Ed Sheeran,88
Atif Aslam;Pritam,69
Prem Dhillon;Sidhu Moose Wala,68
Arijit Singh,68
A.R. Rahman;Javed Ali;Mohit Chauhan,69
Yo Yo Honey Singh,69
Katy Perry,78
Marshmello;Anne-Marie,79
Vishal-Shekhar;Arijit Singh;Jaideep Sahni,69
Kailash Kher;Paresh Kamath;Naresh Kamath,70
One Direction,80
Arijit Singh,69
Param Singh;Kamal Kahlon;Pratik Studio,68
Ayushmann Khurrana,68
Roop Kumar Rathod,71
Kaka,67
